cdsID	uniprot	u_ev	spur	s_ev	cel	cel_ev	dmel	dmel_ev
lcl|NW_011935466.1_cds_XP_011430545.1_10967	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430546.1_10968	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430548.1_10969	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430550.1_10970	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430565.2_10971	sp|Q1LUI2|HDDC2_DANRE	7.41e-43	XP_030830246.1	1.31e-47	F45F2.9	8.72e-23	NA	NA
lcl|NW_011935466.1_cds_XP_011430552.1_10972	sp|Q29043|FUT1_PIG	1.03e-32	NA	NA	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430553.1_10973	sp|Q29043|FUT1_PIG	1.03e-32	NA	NA	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430555.1_10974	sp|Q29043|FUT1_PIG	1.03e-32	NA	NA	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430557.1_10975	sp|Q29043|FUT1_PIG	1.03e-32	NA	NA	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430558.1_10976	sp|Q29043|FUT1_PIG	1.03e-32	NA	NA	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430560.1_10977	sp|Q96MD2|CL066_HUMAN	1.19e-103	XP_030838178.1	7.47e-102	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430562.1_10978	sp|Q96MD2|CL066_HUMAN	1.19e-103	XP_030838178.1	7.47e-102	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430563.1_10979	sp|Q96MD2|CL066_HUMAN	1.19e-103	XP_030838178.1	7.47e-102	NA	NA	NA	NA
lcl|NW_011935466.1_cds_XP_011430559.2_10980	sp|Q58715|Y1319_METJA	5.32e-28	XP_030829843.1	6.9e-139	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_019923760.1_10981	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_019923757.1_10982	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430567.1_10983	NA	NA	XP_011661157.1	1.49e-86	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430568.1_10984	NA	NA	XP_011661157.1	8.41e-77	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_019923761.1_10985	NA	NA	XP_011661156.2	2.12e-55	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_019923762.1_10986	NA	NA	XP_011661156.2	2.12e-55	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430566.1_10987	NA	NA	XP_011661156.2	2.12e-55	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430571.1_10988	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430572.1_10989	NA	NA	XP_011680521.1	6.16e-75	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430573.1_10990	NA	NA	XP_011680521.1	6.16e-75	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430574.1_10991	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430575.1_10992	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430576.1_10993	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_019923759.1_10994	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430602.1_10995	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_019923758.1_10996	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935467.1_cds_XP_011430594.1_10997	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2c	0	FBgn0025726	1.6e-54
lcl|NW_011935467.1_cds_XP_011430578.1_10998	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_011430595.1_10999	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2c	0	FBgn0025726	1.59e-54
lcl|NW_011935467.1_cds_XP_011430596.1_11000	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.59e-54
lcl|NW_011935467.1_cds_XP_011430589.1_11001	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_019923767.1_11002	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.59e-54
lcl|NW_011935467.1_cds_XP_011430585.1_11003	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_019923763.1_11004	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_011430588.1_11005	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_011430590.1_11006	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2c	0	FBgn0025726	1.61e-54
lcl|NW_011935467.1_cds_XP_011430581.1_11007	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2c	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_019923764.1_11008	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.61e-54
lcl|NW_011935467.1_cds_XP_011430579.1_11009	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0264821	7.38e-40
lcl|NW_011935467.1_cds_XP_011430591.1_11010	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0264821	7.31e-40
lcl|NW_011935467.1_cds_XP_011430580.1_11011	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_011430586.1_11012	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2g	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_019923765.1_11013	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2g	0	FBgn0025726	1.61e-54
lcl|NW_011935467.1_cds_XP_019923766.1_11014	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2h	0	FBgn0264821	7.3e-40
lcl|NW_011935467.1_cds_XP_011430583.1_11015	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_011430597.1_11016	sp|Q9UPW8|UN13A_HUMAN	0	XP_030832427.1	0	ZK524.2f	0	FBgn0025726	1.38e-54
lcl|NW_011935467.1_cds_XP_011430598.1_11017	sp|Q9UPW8|UN13A_HUMAN	0	XP_030832427.1	0	ZK524.2d	0	FBgn0025726	1.38e-54
lcl|NW_011935467.1_cds_XP_019923768.1_11018	sp|Q9UPW8|UN13A_HUMAN	0	XP_030832427.1	0	ZK524.2c	0	FBgn0025726	1.37e-54
lcl|NW_011935467.1_cds_XP_011430599.1_11019	sp|Q9UPW8|UN13A_HUMAN	0	XP_030832427.1	0	ZK524.2c	0	FBgn0025726	1.32e-54
lcl|NW_011935467.1_cds_XP_011430584.1_11020	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.62e-54
lcl|NW_011935467.1_cds_XP_011430587.1_11021	sp|Q9Z1N9|UN13B_MOUSE	0	XP_030832428.1	0	ZK524.2b	0	FBgn0025726	1.62e-54
lcl|NW_011935468.1_cds_XP_019923769.1_11022	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935468.1_cds_XP_011430603.2_11023	NA	NA	XP_030836479.1	1.24e-54	NA	NA	NA	NA
lcl|NW_011935468.1_cds_XP_019923770.1_11024	NA	NA	XP_011677896.2	1.56e-23	NA	NA	NA	NA
lcl|NW_011935468.1_cds_XP_011430606.1_11025	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935469.1_cds_XP_019923771.1_11026	sp|Q6DIB5|MEG10_MOUSE	1.21e-36	XP_003725730.1	2.46e-42	Y64G10A.7d	1.6e-33	NA	NA
lcl|NW_011935469.1_cds_XP_011430607.2_11027	sp|Q96KG7|MEG10_HUMAN	1.05e-36	XP_003725730.1	4.99e-42	Y64G10A.7a	1.01e-33	NA	NA
lcl|NW_011935469.1_cds_XP_011430608.1_11028	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935469.1_cds_XP_019923773.1_11029	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935469.1_cds_XP_011430609.1_11030	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935469.1_cds_XP_019923772.1_11031	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935469.1_cds_XP_019923774.1_11032	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935470.1_cds_XP_011430610.1_11033	sp|Q9I9B9|CTL1_TORMA	4.17e-24	XP_030838770.1	5.66e-23	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430611.1_11034	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430612.1_11035	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_019923776.1_11036	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430627.1_11037	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_019923777.1_11038	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430615.1_11039	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430614.1_11040	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430617.1_11041	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_019923775.1_11042	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430618.1_11043	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430620.1_11044	sp|Q647I9|NALP5_BOVIN	7.52e-28	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430622.1_11045	sp|Q647I9|NALP5_BOVIN	7.52e-28	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430623.1_11046	sp|Q647I9|NALP5_BOVIN	6.98e-28	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430619.1_11047	sp|Q647I9|NALP5_BOVIN	7.6e-28	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_019923778.1_11048	sp|Q647I9|NALP5_BOVIN	4.01e-28	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_019923779.1_11049	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430624.1_11050	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430625.1_11051	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935473.1_cds_XP_011430626.1_11052	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935477.1_cds_XP_011430642.1_11053	NA	NA	XP_003730924.1	1.15e-46	NA	NA	NA	NA
lcl|NW_011935477.1_cds_XP_011430644.2_11054	sp|O14522|PTPRT_HUMAN	1.07e-73	XP_030852716.1	1.61e-78	C09D8.1h	1.71e-66	NA	NA
lcl|NW_011935477.1_cds_XP_011430630.1_11055	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935477.1_cds_XP_011430631.1_11056	sp|A2VDW6|NECA3_BOVIN	3.09e-56	XP_030832059.1	7.79e-67	NA	NA	NA	NA
lcl|NW_011935477.1_cds_XP_011430632.1_11057	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935477.1_cds_XP_011430633.1_11058	sp|Q05893|PCKG_ASCSU	1.46e-65	XP_030830949.1	4.68e-48	R11A5.4c	1.15e-66	NA	NA
lcl|NW_011935477.1_cds_XP_019923780.1_11059	sp|Q9Z1N0|ACOX1_CAVPO	4.57e-84	XP_011678808.1	6.77e-74	F59F4.1	7.8e-57	NA	NA
lcl|NW_011935477.1_cds_XP_011430635.1_11060	NA	NA	XP_011667325.1	1.39e-63	NA	NA	NA	NA
lcl|NW_011935477.1_cds_XP_019923781.1_11061	sp|Q5PQP2|RCAS1_RAT	1.07e-26	XP_030833695.1	8.85e-23	NA	NA	NA	NA
lcl|NW_011935477.1_cds_XP_011430637.1_11062	sp|Q6P0I8|EXOS6_DANRE	1.06e-81	XP_030830541.1	4.38e-88	B0564.1a	3.9e-28	NA	NA
lcl|NW_011935477.1_cds_XP_011430638.1_11063	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935477.1_cds_XP_011430639.1_11064	sp|Q8N3Y7|RDHE2_HUMAN	3.64e-110	XP_787069.1	1.34e-96	T02E1.5a	1.96e-105	NA	NA
lcl|NW_011935477.1_cds_XP_019923782.1_11065	sp|Q8N3Y7|RDHE2_HUMAN	3.75e-107	XP_787069.1	4.5e-94	T02E1.5a	1.31e-102	NA	NA
lcl|NW_011935477.1_cds_XP_011430640.1_11066	sp|Q8N3Y7|RDHE2_HUMAN	9.61e-112	XP_787069.1	2.42e-96	T02E1.5a	1.35e-103	NA	NA
lcl|NW_011935477.1_cds_XP_019923783.1_11067	sp|Q8N3Y7|RDHE2_HUMAN	1.44e-108	XP_787069.1	9.35e-94	T02E1.5a	6.63e-101	NA	NA
lcl|NW_011935477.1_cds_XP_019923784.1_11068	NA	NA	XP_030845483.1	1.55e-27	NA	NA	NA	NA
lcl|NW_011935477.1_cds_XP_019923785.1_11069	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923789.1_11070	sp|Q9W735|PRM1A_DANRE	2.27e-48	XP_030841582.1	6.66e-58	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430647.1_11071	sp|Q9W735|PRM1A_DANRE	2.27e-48	XP_030841582.1	6.66e-58	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430648.1_11072	sp|Q9W735|PRM1A_DANRE	1.45e-48	XP_011664035.2	1.71e-57	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430781.2_11073	sp|P54131|ACHA7_BOVIN	1.18e-42	XP_786790.3	1.88e-37	F25G6.3	5e-40	NA	NA
lcl|NW_011935478.1_cds_XP_019923790.1_11074	sp|Q9R0W9|ACHA6_MOUSE	7.82e-53	XP_786790.3	2.7e-44	F21F3.5	9.75e-45	NA	NA
lcl|NW_011935478.1_cds_XP_011430785.1_11075	sp|Q6ZUK4|TMM26_HUMAN	6.88e-38	XP_030829339.1	9.41e-52	Y119C1B.3	1.73e-41	NA	NA
lcl|NW_011935478.1_cds_XP_011430650.1_11076	sp|Q5RDW0|FAHD1_PONAB	1.32e-72	XP_786493.3	3.4e-78	ZK688.3	7.45e-71	NA	NA
lcl|NW_011935478.1_cds_XP_011430652.1_11077	sp|Q5RDW0|FAHD1_PONAB	1.28e-62	XP_786493.3	1.59e-61	ZK688.3	3.28e-55	NA	NA
lcl|NW_011935478.1_cds_XP_011430653.1_11078	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430654.1_11079	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430655.1_11080	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923791.1_11081	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430657.1_11082	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430659.1_11083	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430662.1_11084	sp|Q01780|EXOSX_HUMAN	0	XP_030842811.1	0	C14A4.4a	1.98e-102	NA	NA
lcl|NW_011935478.1_cds_XP_011430666.1_11085	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923796.1_11086	sp|Q8IVU9|CBCO1_HUMAN	9.35e-32	XP_030842230.1	2.08e-60	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923794.1_11087	sp|Q8IVU9|CBCO1_HUMAN	1.47e-31	XP_030842229.1	1.79e-60	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923795.1_11088	sp|Q8IVU9|CBCO1_HUMAN	1.47e-31	XP_030842229.1	1.79e-60	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430663.1_11089	sp|Q8IVU9|CBCO1_HUMAN	3.99e-31	XP_796839.3	1.15e-63	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923793.1_11090	sp|Q8IVU9|CBCO1_HUMAN	1.52e-31	XP_796839.3	2.03e-62	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923792.1_11091	sp|O70528|5HT4R_CAVPO	1.9e-69	XP_030848407.1	9.06e-51	C02D4.2g	2.54e-34	NA	NA
lcl|NW_011935478.1_cds_XP_011430667.1_11092	sp|O70528|5HT4R_CAVPO	1.9e-69	XP_030848407.1	9.06e-51	C02D4.2g	2.54e-34	NA	NA
lcl|NW_011935478.1_cds_XP_011430668.1_11093	sp|O70528|5HT4R_CAVPO	1.9e-69	XP_030848407.1	9.06e-51	C02D4.2g	2.54e-34	NA	NA
lcl|NW_011935478.1_cds_XP_011430669.1_11094	sp|O70528|5HT4R_CAVPO	1.9e-69	XP_030848407.1	9.06e-51	C02D4.2g	2.54e-34	NA	NA
lcl|NW_011935478.1_cds_XP_011430670.1_11095	sp|O70528|5HT4R_CAVPO	1.9e-69	XP_030848407.1	9.06e-51	C02D4.2g	2.54e-34	NA	NA
lcl|NW_011935478.1_cds_XP_011430672.1_11096	sp|O70528|5HT4R_CAVPO	1.9e-69	XP_030848407.1	9.06e-51	C02D4.2g	2.54e-34	NA	NA
lcl|NW_011935478.1_cds_XP_019923797.1_11097	sp|Q9Z1S0|BUB1B_MOUSE	6.8e-61	XP_030854238.1	5.13e-80	R06C7.8	9.64e-38	NA	NA
lcl|NW_011935478.1_cds_XP_011430673.1_11098	sp|Q9Z1S0|BUB1B_MOUSE	6.29e-61	XP_030854238.1	5.05e-80	R06C7.8	9.6e-38	NA	NA
lcl|NW_011935478.1_cds_XP_019923798.1_11099	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430674.1_11100	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430675.1_11101	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923799.1_11102	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923800.1_11103	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430787.2_11104	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923801.1_11105	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_019923802.1_11106	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430789.1_11107	NA	NA	NA	NA	NA	NA	FBgn0052644	6.47e-29
lcl|NW_011935478.1_cds_XP_019923786.1_11108	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430677.1_11109	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430678.1_11110	sp|P58374|RL30_BRABE	8.01e-58	XP_783150.1	2.07e-58	Y106G6H.3c	1.81e-53	FBgn0086710	3.09e-29
lcl|NW_011935478.1_cds_XP_011430679.1_11111	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430689.1_11112	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430690.1_11113	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430691.1_11114	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430694.1_11115	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430682.1_11116	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430686.1_11117	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430680.1_11118	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430683.1_11119	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430684.1_11120	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430685.1_11121	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430688.1_11122	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430692.1_11123	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430693.1_11124	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430695.1_11125	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935478.1_cds_XP_011430716.1_11126	sp|Q9NZN5|ARHGC_HUMAN	7.42e-79	XP_030833967.1	4.04e-141	F13E6.6	6.09e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430712.1_11127	sp|Q9NZN5|ARHGC_HUMAN	8.01e-79	XP_030833967.1	6.6e-141	F13E6.6	6.54e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430696.1_11128	sp|Q9NZN5|ARHGC_HUMAN	9.03e-79	XP_030833967.1	1.46e-140	F13E6.6	7.3e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430703.1_11129	sp|Q9NZN5|ARHGC_HUMAN	1.59e-78	XP_030833967.1	1.59e-140	F13E6.6	5.54e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430711.1_11130	sp|Q9NZN5|ARHGC_HUMAN	4.3e-79	XP_030833967.1	1.1e-140	F13E6.6	2.07e-80	NA	NA
lcl|NW_011935478.1_cds_XP_019923805.1_11131	sp|Q9NZN5|ARHGC_HUMAN	4.16e-79	XP_030833967.1	6.85e-141	F13E6.6	1.53e-80	NA	NA
lcl|NW_011935478.1_cds_XP_011430701.1_11132	sp|Q9NZN5|ARHGC_HUMAN	2.39e-78	XP_030833967.1	1.41e-140	F13E6.6	7.82e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430707.1_11133	sp|Q9NZN5|ARHGC_HUMAN	2.3e-78	XP_030833966.1	6.76e-80	F13E6.6	9.39e-85	NA	NA
lcl|NW_011935478.1_cds_XP_019923804.1_11134	sp|Q9NZN5|ARHGC_HUMAN	8.61e-78	XP_030833967.1	8.41e-80	F13E6.6	1.11e-84	NA	NA
lcl|NW_011935478.1_cds_XP_011430699.1_11135	sp|Q9NZN5|ARHGC_HUMAN	1.17e-78	XP_030833967.1	5.66e-141	F13E6.6	1.31e-120	NA	NA
lcl|NW_011935478.1_cds_XP_011430698.1_11136	sp|Q9NZN5|ARHGC_HUMAN	2.03e-78	XP_030833967.1	2.51e-140	F13E6.6	8.77e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430702.1_11137	sp|Q9NZN5|ARHGC_HUMAN	2.97e-78	XP_030833967.1	2.58e-141	F13E6.6	8.53e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430706.1_11138	sp|Q9NZN5|ARHGC_HUMAN	2.66e-78	XP_030833967.1	1.01e-141	F13E6.6	7.3e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430709.1_11139	sp|Q9NZN5|ARHGC_HUMAN	8.05e-78	XP_030833966.1	7.45e-80	F13E6.6	8.93e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430705.1_11140	sp|Q9NZN5|ARHGC_HUMAN	8.72e-79	XP_030833967.1	1.54e-140	F13E6.6	8.44e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430704.1_11141	sp|Q9NZN5|ARHGC_HUMAN	8.76e-79	XP_030833967.1	6.57e-141	F13E6.6	6.27e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430708.1_11142	sp|Q9NZN5|ARHGC_HUMAN	8.22e-79	XP_030833967.1	6.06e-141	F13E6.6	6.08e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430714.1_11143	sp|Q9NZN5|ARHGC_HUMAN	7.95e-79	XP_030833967.1	3.2e-141	F13E6.6	5.44e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430700.1_11144	sp|Q9NZN5|ARHGC_HUMAN	8.86e-79	XP_030833967.1	1.29e-140	F13E6.6	8.96e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430710.1_11145	sp|Q9NZN5|ARHGC_HUMAN	8.05e-79	XP_030833967.1	3.75e-141	F13E6.6	7.18e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430715.1_11146	sp|Q9NZN5|ARHGC_HUMAN	7.78e-79	XP_030833967.1	4.18e-141	F13E6.6	6.59e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430720.1_11147	sp|Q9NZN5|ARHGC_HUMAN	6.17e-79	XP_030833967.1	1.31e-141	F13E6.6	5.08e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430718.1_11148	sp|Q9NZN5|ARHGC_HUMAN	6.25e-79	XP_030833967.1	1.4e-141	F13E6.6	5.14e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430717.1_11149	sp|Q9NZN5|ARHGC_HUMAN	6.96e-79	XP_030833967.1	2.7e-141	F13E6.6	5.72e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430719.1_11150	sp|Q9NZN5|ARHGC_HUMAN	6.2e-79	XP_030833967.1	1.35e-141	F13E6.6	5.11e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430721.1_11151	sp|Q9NZN5|ARHGC_HUMAN	5.95e-79	XP_030833967.1	1.06e-141	F13E6.6	4.9e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430722.1_11152	sp|Q9NZN5|ARHGC_HUMAN	5.95e-79	XP_030833967.1	1.06e-141	F13E6.6	4.9e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430723.1_11153	sp|Q9NZN5|ARHGC_HUMAN	5.95e-79	XP_030833967.1	1.06e-141	F13E6.6	4.9e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430724.1_11154	sp|Q9NZN5|ARHGC_HUMAN	4.68e-79	XP_030833967.1	2.96e-142	F13E6.6	4.8e-85	NA	NA
lcl|NW_011935478.1_cds_XP_011430725.1_11155	sp|Q9NZN5|ARHGC_HUMAN	3.84e-79	XP_030833967.1	1.08e-142	F13E6.6	4.2e-85	NA	NA
